Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Stage BC (ft),Max Inflow BC (cfs),Max Cum PRCP (in)
syn_event_369_L-H-L_2014-06-01_19-00-00_SM3_BF1_SLR4,SUCCESS,11.697222222222223,48,,25598.,0.3933,2.50,May 28 01:09,May 28 12:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_369_L-L-H_2009-12-05_02-00-00_SM3_BF1_SLR4,SUCCESS,13.029444444444445,56,,27580.,0.4982,2.07,May 29 04:00,May 29 17:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_36_H-H-H_1996-03-10_15-00-00_SM3_BF1_SLR4,SUCCESS,10.611666666666666,44,,90877.,1.394,0.31,May 27 01:42,May 27 12:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_36_H-H-L_2003-11-09_15-00-00_SM3_BF1_SLR4,SUCCESS,9.072222222222223,40,,39896.,0.6749,1.26,May 27 02:06,May 27 11:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_36_H-L-H_1982-01-14_09-00-00_SM3_BF1_SLR4,SUCCESS,9.212499999999999,40,,54410.,0.8760,2.47,May 27 02:06,May 27 11:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_36_H-L-L_2022-01-03_10-00-00_SM3_BF1_SLR4,SUCCESS,7.144166666666667,32,,16873.,0.2880,0.16,May 27 02:11,May 27 09:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_36_L-H-H_2012-06-07_07-00-00_SM3_BF1_SLR4,SUCCESS,9.56,40,,33584.,0.5240,4.73,May 28 01:08,May 28 10:42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_36_L-H-L_1979-02-17_21-00-00_SM3_BF1_SLR4,SUCCESS,8.167222222222222,36,,34234.,0.5704,0.45,May 28 01:11,May 28 09:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_36_L-L-H_2014-03-29_17-00-00_SM3_BF1_SLR4,SUCCESS,9.466388888888888,40,,28740.,0.4362,1.13,May 29 04:00,May 29 13:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_370_H-L-L_2020-08-10_02-00-00_SM3_BF1_SLR4,SUCCESS,9.356388888888889,40,,21615.,0.3783,2.14,May 27 02:11,May 27 11:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_370_L-H-L_1997-06-05_05-00-00_SM3_BF1_SLR4,SUCCESS,10.452499999999999,44,,67855.,1.014,1.60,May 28 01:10,May 28 11:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_370_L-L-H_2006-02-03_16-00-00_SM3_BF1_SLR4,SUCCESS,9.058333333333334,40,,43003.,0.7113,2.19,May 29 04:00,May 29 13:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_371_H-L-L_2018-03-12_20-00-00_SM3_BF1_SLR4,SUCCESS,13.303333333333335,56,,25817.,0.4299,4.31,May 27 02:10,May 27 15:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_371_L-H-L_2009-12-17_18-00-00_SM3_BF1_SLR4,SUCCESS,8.383888888888889,36,,38116.,0.6039,1.08,May 28 01:09,May 28 09:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_371_L-L-H_2019-10-19_12-00-00_SM3_BF1_SLR4,SUCCESS,11.87138888888889,48,,27422.,0.4225,2.58,May 29 04:01,May 29 15:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_372_H-L-L_2020-11-02_16-00-00_SM3_BF1_SLR4,SUCCESS,8.299444444444445,36,,17277.,0.3354,0.73,May 27 02:11,May 27 10:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_372_L-H-L_2014-06-01_19-00-00_SM3_BF1_SLR4,SUCCESS,9.652222222222223,40,,97384.,1.720,1.03,May 28 01:10,May 28 10:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_372_L-L-H_2009-12-05_02-00-00_SM3_BF1_SLR4,SUCCESS,9.434722222222222,40,,47996.,0.7543,1.17,May 29 04:00,May 29 13:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_373_H-L-L_2001-01-23_12-00-00_SM3_BF1_SLR4,SUCCESS,9.23,40,,31988.,0.5372,0.60,May 27 02:11,May 27 11:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_373_L-H-L_2020-06-16_01-00-00_SM3_BF1_SLR4,SUCCESS,8.846388888888889,36,,20232.,0.3354,0.40,May 28 01:11,May 28 10:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_373_L-L-H_2005-05-31_15-00-00_SM3_BF1_SLR4,SUCCESS,10.8875,44,,50119.,0.7964,1.05,May 29 04:00,May 29 14:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_374_H-L-L_2018-01-01_18-00-00_SM3_BF1_SLR4,SUCCESS,7.412222222222223,32,,42940.,0.6946,0.23,May 27 02:11,May 27 09:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_374_L-H-L_2014-06-01_19-00-00_SM3_BF1_SLR4,SUCCESS,9.337222222222223,40,,22483.,0.4167,0.97,May 28 01:09,May 28 10:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_374_L-L-H_2016-05-18_00-00-00_SM3_BF1_SLR4,SUCCESS,9.897777777777778,40,,64863.,1.013,2.61,May 29 04:00,May 29 13:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_375_H-L-L_2021-03-06_21-00-00_SM3_BF1_SLR4,SUCCESS,10.285833333333333,44,,51261.,0.7872,1.24,May 27 02:11,May 27 12:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_375_L-H-L_2007-11-02_10-00-00_SM3_BF1_SLR4,SUCCESS,9.779444444444445,40,,45827.,0.7383,2.22,May 28 01:09,May 28 10:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_375_L-L-H_2019-01-27_21-00-00_SM3_BF1_SLR4,SUCCESS,9.077222222222222,40,,34671.,0.5742,1.19,May 29 04:00,May 29 13:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_376_H-L-L_1996-01-08_00-00-00_SM3_BF1_SLR4,SUCCESS,13.917499999999999,56,,98450.,1.645,2.57,May 27 02:11,May 27 16:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_376_L-H-L_1996-10-04_22-00-00_SM3_BF1_SLR4,SUCCESS,12.863888888888889,52,,24527.,0.4527,2.24,May 28 01:09,May 28 14:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_376_L-L-H_1988-01-25_10-00-00_SM3_BF1_SLR4,SUCCESS,8.157222222222222,36,,63621.,1.171,0.81,May 29 04:01,May 29 12:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_377_H-L-L_2000-01-14_12-00-00_SM3_BF1_SLR4,SUCCESS,8.369444444444445,36,,28449.,0.4690,0.48,May 27 02:11,May 27 10:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_377_L-H-L_1980-01-14_01-00-00_SM3_BF1_SLR4,SUCCESS,7.541944444444444,32,,21374.,0.3768,0.85,May 28 01:09,May 28 08:42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_377_L-L-H_2013-12-15_08-00-00_SM3_BF1_SLR4,SUCCESS,8.765,36,,41226.,0.7562,0.92,May 29 04:00,May 29 12:46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_378_H-L-L_2003-12-04_06-00-00_SM3_BF1_SLR4,SUCCESS,8.4325,36,,20443.,0.3865,1.32,May 27 02:10,May 27 10:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_378_L-H-L_2012-11-17_08-00-00_SM3_BF1_SLR4,SUCCESS,7.534722222222222,32,,30014.,0.4735,0.83,May 28 01:10,May 28 08:42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_378_L-L-H_2006-02-03_16-00-00_SM3_BF1_SLR4,SUCCESS,8.96861111111111,36,,54589.,0.9241,1.27,May 29 04:00,May 29 12:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_379_H-L-L_2003-12-04_06-00-00_SM3_BF1_SLR4,SUCCESS,8.317222222222222,36,,51695.,0.8419,0.57,May 27 02:10,May 27 10:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_379_L-H-L_2016-04-15_11-00-00_SM3_BF1_SLR4,SUCCESS,8.45361111111111,36,,20181.,0.3723,0.66,May 28 01:10,May 28 09:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_379_L-L-H_2016-02-04_23-00-00_SM3_BF1_SLR4,SUCCESS,10.172777777777776,44,,48589.,0.8908,2.85,May 29 04:00,May 29 14:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_37_H-H-H_2005-01-14_16-00-00_SM3_BF1_SLR4,SUCCESS,11.838055555555556,48,,57967.,1.023,0.54,May 27 01:42,May 27 13:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_37_H-H-L_2002-05-22_12-00-00_SM3_BF1_SLR4,SUCCESS,12.060555555555556,52,,41784.,0.7023,1.40,May 27 02:06,May 27 14:09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_37_H-L-H_1984-02-27_11-00-00_SM3_BF1_SLR4,SUCCESS,11.362777777777778,48,,56080.,0.8830,2.96,May 27 02:07,May 27 13:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_37_H-L-L_2023-03-08_12-00-00_SM3_BF1_SLR4,SUCCESS,9.42,40,,21199.,0.3412,4.31,May 27 02:11,May 27 11:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_37_L-H-H_2015-01-12_23-00-00_SM3_BF1_SLR4,SUCCESS,9.359444444444444,40,,22447.,0.3771,0.57,May 28 01:08,May 28 10:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_37_L-H-L_2024-09-16_02-00-00_SM3_BF1_SLR4,SUCCESS,10.006666666666666,44,,17094.,0.2599,3.19,May 28 01:09,May 28 11:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_37_L-L-H_2002-06-22_21-00-00_SM3_BF1_SLR4,SUCCESS,9.585833333333333,40,,40376.,0.6763,1.17,May 29 04:01,May 29 13:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_380_H-L-L_2022-01-16_12-00-00_SM3_BF1_SLR4,SUCCESS,11.527777777777779,48,,30728.,0.5397,3.11,May 27 02:11,May 27 13:42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_380_L-H-L_2012-11-17_08-00-00_SM3_BF1_SLR4,SUCCESS,8.03138888888889,36,,25490.,0.4210,0.70,May 28 01:11,May 28 09:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_380_L-L-H_2017-11-23_16-00-00_SM3_BF1_SLR4,SUCCESS,9.694166666666668,40,,37506.,0.6568,47.00,May 29 04:01,May 29 13:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_381_H-L-L_2019-12-20_16-00-00_SM3_BF1_SLR4,SUCCESS,9.364444444444445,40,,17488.,0.3357,2.54,May 27 02:10,May 27 11:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_381_L-H-L_2008-09-20_08-00-00_SM3_BF1_SLR4,SUCCESS,11.268611111111111,48,,32199.,0.5556,1.39,May 28 01:09,May 28 12:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_381_L-L-H_1999-11-02_07-00-00_SM3_BF1_SLR4,SUCCESS,8.241944444444444,36,,28079.,0.4989,0.90,May 29 04:00,May 29 12:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_382_H-L-L_2007-04-20_18-00-00_SM3_BF1_SLR4,SUCCESS,10.693055555555556,44,,84398.,1.446,3.06,May 27 02:10,May 27 12:52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_382_L-L-H_2019-01-27_21-00-00_SM3_BF1_SLR4,SUCCESS,13.818333333333333,56,,66433.,1.206,1.80,May 29 04:00,May 29 17:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_383_H-L-L_2018-03-12_20-00-00_SM3_BF1_SLR4,SUCCESS,11.518055555555556,48,,29469.,0.4809,1.30,May 27 02:11,May 27 13:42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_383_L-H-L_2009-12-17_18-00-00_SM3_BF1_SLR4,SUCCESS,10.169166666666666,44,,54647.,0.9462,0.91,May 28 01:09,May 28 11:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_383_L-L-H_2024-02-18_16-00-00_SM3_BF1_SLR4,SUCCESS,8.440833333333334,36,,22059.,0.3727,0.85,May 29 04:01,May 29 12:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_384_H-L-L_2018-03-21_16-00-00_SM3_BF1_SLR4,SUCCESS,8.26888888888889,36,,35697.,0.5894,0.64,May 27 02:10,May 27 10:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_384_L-H-L_2005-02-04_12-00-00_SM3_BF1_SLR4,SUCCESS,6.629444444444445,28,,27960.,0.4475,1.14,May 28 01:09,May 28 07:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_384_L-L-H_1982-04-08_12-00-00_SM3_BF1_SLR4,SUCCESS,10.061111111111112,44,,19386.,0.2944,2.08,May 29 04:01,May 29 14:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_385_H-L-L_2015-02-02_21-00-00_SM3_BF1_SLR4,SUCCESS,6.926388888888889,28,,16393.,0.2669,0.41,May 27 02:10,May 27 09:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_385_L-H-L_2000-09-30_18-00-00_SM3_BF1_SLR4,SUCCESS,7.838888888888889,32,,18625.,0.3001,0.45,May 28 01:11,May 28 09:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_385_L-L-H_1983-03-07_09-00-00_SM3_BF1_SLR4,SUCCESS,9.946944444444444,40,,81496.,1.410,47.00,May 29 04:00,May 29 13:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_386_H-L-L_1981-02-13_18-00-00_SM3_BF1_SLR4,SUCCESS,7.3886111111111115,32,,28684.,0.5095,0.24,May 27 02:10,May 27 09:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_386_L-H-L_1992-11-21_02-00-00_SM3_BF1_SLR4,SUCCESS,10.103055555555555,44,,24298.,0.4466,0.97,May 28 01:09,May 28 11:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_386_L-L-H_2023-06-23_11-00-00_SM3_BF1_SLR4,SUCCESS,13.108055555555556,56,,31851.,0.4842,3.14,May 29 04:00,May 29 17:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_387_H-L-L_2006-11-03_12-00-00_SM3_BF1_SLR4,SUCCESS,10.866388888888888,44,,43466.,0.6808,2.92,May 27 02:11,May 27 13:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_387_L-H-L_2022-05-10_23-00-00_SM3_BF1_SLR4,SUCCESS,7.218888888888889,32,,41104.,0.6482,0.68,May 28 01:09,May 28 08:23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_387_L-L-H_2017-04-04_17-00-00_SM3_BF1_SLR4,SUCCESS,8.81861111111111,36,,30793.,0.5154,47.00,May 29 04:00,May 29 12:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_388_H-L-L_2017-01-23_00-00-00_SM3_BF1_SLR4,SUCCESS,9.140833333333333,40,,23621.,0.4235,1.06,May 27 02:10,May 27 11:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_388_L-H-L_1994-10-16_03-00-00_SM3_BF1_SLR4,SUCCESS,8.815555555555557,36,,32103.,0.5248,1.03,May 28 01:09,May 28 09:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_388_L-L-H_1996-07-06_05-00-00_SM3_BF1_SLR4,SUCCESS,9.255833333333333,40,,43596.,0.7738,1.02,May 29 04:00,May 29 13:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_389_H-L-L_2001-01-23_12-00-00_SM3_BF1_SLR4,SUCCESS,8.928333333333333,36,,26454.,0.4370,1.06,May 27 02:10,May 27 11:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_389_L-H-L_1987-02-16_20-00-00_SM3_BF1_SLR4,SUCCESS,10.251111111111111,44,,54785.,0.8937,2.41,May 28 01:09,May 28 11:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_389_L-L-H_2011-03-31_14-00-00_SM3_BF1_SLR4,SUCCESS,10.665833333333333,44,,22437.,0.3480,1.03,May 29 04:00,May 29 14:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_38_H-H-H_2005-01-14_16-00-00_SM3_BF1_SLR4,SUCCESS,9.527222222222223,40,,41809.,0.6586,0.52,May 27 01:42,May 27 11:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_38_H-H-L_2018-03-26_12-00-00_SM3_BF1_SLR4,SUCCESS,10.758333333333333,44,,38085.,0.6368,5.50,May 27 02:07,May 27 12:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_38_H-L-H_1987-03-07_12-00-00_SM3_BF1_SLR4,SUCCESS,8.900833333333333,36,,29458.,0.4814,0.95,May 27 02:06,May 27 11:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_38_H-L-L_2013-11-13_11-00-00_SM3_BF1_SLR4,SUCCESS,12.019722222222223,52,,34178.,0.6089,1.66,May 27 02:11,May 27 14:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_38_L-H-H_2015-01-12_23-00-00_SM3_BF1_SLR4,SUCCESS,8.6375,36,,34914.,0.5679,0.84,May 28 01:08,May 28 09:46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_38_L-H-L_1994-10-16_03-00-00_SM3_BF1_SLR4,SUCCESS,11.191666666666666,48,,27089.,0.4589,3.20,May 28 01:11,May 28 12:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_38_L-L-H_1982-03-29_03-00-00_SM3_BF1_SLR4,SUCCESS,8.18,36,,31572.,0.4943,0.81,May 29 04:00,May 29 12:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_390_H-L-L_2001-01-23_12-00-00_SM3_BF1_SLR4,SUCCESS,10.611666666666666,44,,21748.,0.3776,1.06,May 27 02:10,May 27 12:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_390_L-H-L_1995-03-19_07-00-00_SM3_BF1_SLR4,SUCCESS,8.65,36,,25081.,0.3962,1.62,May 28 01:11,May 28 09:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_390_L-L-H_1997-04-27_07-00-00_SM3_BF1_SLR4,SUCCESS,9.53277777777778,40,,28105.,0.4434,1.69,May 29 04:00,May 29 13:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_391_H-L-L_2023-03-03_21-00-00_SM3_BF1_SLR4,SUCCESS,9.804166666666667,40,,53073.,0.9575,1.19,May 27 02:11,May 27 11:59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_391_L-H-L_2009-12-24_23-00-00_SM3_BF1_SLR4,SUCCESS,8.661944444444444,36,,24547.,0.3842,0.40,May 28 01:11,May 28 09:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_391_L-L-H_1994-01-02_08-00-00_SM3_BF1_SLR4,SUCCESS,9.944722222222222,40,,34907.,0.5914,0.88,May 29 04:00,May 29 13:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_392_H-L-L_2023-01-14_00-00-00_SM3_BF1_SLR4,SUCCESS,9.135277777777777,40,,50583.,0.8920,2.41,May 27 02:10,May 27 11:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_392_L-H-L_1984-01-21_08-00-00_SM3_BF1_SLR4,SUCCESS,9.860277777777778,40,,48588.,0.7936,1.03,May 28 01:10,May 28 11:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_392_L-L-H_2005-11-29_17-00-00_SM3_BF1_SLR4,SUCCESS,19.828333333333333,80,,32541.,0.4977,64.42,May 29 11:14,May 30 07:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_393_H-L-L_2020-12-25_00-00-00_SM3_BF1_SLR4,SUCCESS,9.385555555555555,40,,20296.,0.3218,1.88,May 27 02:10,May 27 11:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_393_L-H-L_2016-02-07_05-00-00_SM3_BF1_SLR4,SUCCESS,10.870000000000001,44,,29816.,0.5203,1.63,May 28 01:10,May 28 12:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_393_L-L-H_2018-01-29_09-00-00_SM3_BF1_SLR4,SUCCESS,8.757777777777777,36,,33722.,0.5324,1.26,May 29 11:14,May 29 20:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_394_H-L-L_2023-02-12_17-00-00_SM3_BF1_SLR4,SUCCESS,10.445833333333333,44,,49449.,0.8610,1.23,May 27 02:13,May 27 12:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_394_L-H-L_2014-12-08_05-00-00_SM3_BF1_SLR4,SUCCESS,14.18888888888889,60,,23426.,0.3624,2.95,May 28 01:09,May 28 15:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_394_L-L-H_1991-03-17_04-00-00_SM3_BF1_SLR4,SUCCESS,12.3825,52,,31307.,0.5434,1.14,May 29 11:13,May 29 23:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_395_H-L-L_1991-12-19_15-00-00_SM3_BF1_SLR4,SUCCESS,8.711944444444443,36,,32759.,0.6008,1.07,May 27 02:12,May 27 10:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_395_L-H-L_1995-08-30_06-00-00_SM3_BF1_SLR4,SUCCESS,9.510555555555555,40,,35761.,0.5822,0.57,May 28 01:10,May 28 10:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_395_L-L-H_1983-11-20_12-00-00_SM3_BF1_SLR4,SUCCESS,21.875833333333333,88,,81162.,1.278,4.06,May 29 11:13,May 30 09:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_396_H-L-L_1996-03-19_13-00-00_SM3_BF1_SLR4,SUCCESS,11.076666666666666,48,,31713.,0.5350,3.02,May 27 02:12,May 27 13:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_396_L-H-L_1983-02-27_18-00-00_SM3_BF1_SLR4,SUCCESS,9.160277777777779,40,,30339.,0.5256,0.81,May 28 01:09,May 28 10:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_396_L-L-H_1996-03-31_01-00-00_SM3_BF1_SLR4,SUCCESS,12.741944444444444,52,,52705.,0.9047,0.97,May 29 11:13,May 29 23:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_397_H-L-L_2023-02-04_15-00-00_SM3_BF1_SLR4,SUCCESS,9.30638888888889,40,,20734.,0.3247,0.84,May 27 02:12,May 27 11:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_397_L-H-L_1989-09-28_04-00-00_SM3_BF1_SLR4,SUCCESS,10.195277777777777,44,,25408.,0.4134,0.64,May 28 01:10,May 28 11:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_397_L-L-H_2023-06-16_01-00-00_SM3_BF1_SLR4,SUCCESS,9.936944444444444,40,,25746.,0.4319,0.80,May 29 11:13,May 29 21:09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_398_L-H-L_2022-05-10_23-00-00_SM3_BF1_SLR4,SUCCESS,8.134722222222221,36,,30642.,0.4807,1.26,May 28 01:09,May 28 09:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_398_L-L-H_1997-11-13_18-00-00_SM3_BF1_SLR4,SUCCESS,8.260833333333334,36,,57291.,1.026,0.92,May 29 11:13,May 29 19:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_399_H-L-L_2003-12-04_06-00-00_SM3_BF1_SLR4,SUCCESS,7.747222222222223,32,,25737.,0.3806,0.77,May 27 02:12,May 27 09:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_399_L-H-L_2009-12-17_18-00-00_SM3_BF1_SLR4,SUCCESS,8.464444444444444,36,,35877.,0.6608,0.88,May 28 01:09,May 28 09:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_399_L-L-H_1979-12-06_22-00-00_SM3_BF1_SLR4,SUCCESS,10.63,44,,63628.,1.026,0.93,May 29 11:12,May 29 21:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_39_H-H-H_1997-12-13_04-00-00_SM3_BF1_SLR4,SUCCESS,14.129722222222222,60,,71351.,1.094,2.80,May 27 01:42,May 27 15:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
syn_event_39_H-H-L_2003-11-09_15-00-00_SM3_BF1_SLR4,SUCCESS,9.455,40,,32473.,0.5503,0.50,May 27 02:06,May 27 11:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
